text,sentiment
The NIFTY 50 index has shaped up to be the largest single financial product in India, with an ecosystem consisting of exchange-traded funds, and futures and options at NSE and SGX. NIFTY 50 is the world's most actively traded contract. WFE, IOM and FIA surveys endorse NSE's leadership position. Between 2008 and 2012, the NIFTY 50 index's share of NSE market fell from 65% to 29% due to the rise of sectoral indices like NIFTY Bank, NIFTY IT, NIFTY Pharma, and NIFTY Next 50.
The NIFTY 50 index covers 13 sectors of the Indian economy and offers investment managers exposure to the Indian market in one portfolio.Wikipedia",positive
HomeNIFTY_50 • IndexFollowShareNIFTY 50,neutral
HomeNIFTY_50 • IndexFollowShare,neutral
HomeNIFTY_50 • Index,neutral
,neutral
FollowShare,neutral
Follow,neutral
Follow,neutral
,neutral
,neutral
Follow,neutral
Follow,neutral
Follow,neutral
,neutral
Follow,neutral
Share,positive
Share,positive
,neutral
,neutral
,neutral
,neutral
Share,positive
NIFTY 50,positive
"22,513.70Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer1D5D1M6MYTD1Y5YMAXinsightsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsarrow_forward_iosKey events shows relevant news articles on days with large price movementsNo dataclosesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%stacked_line_chartIndexA measure of the price performance of a collection of securities that are grouped to represent a certain market or sectorPrevious closeThe last closing price22,514.65Day rangeThe range between the high and low prices over the past day22,427.60 - 22,537.60Year rangeThe range between the high and low prices over the past 52 weeks17,553.95 - 22,619.00News about MarketsmintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours agoBy the numbersUpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours agoThe Economic Times1 day agoTech View: Nifty chart shows bearish reversal; what traders should do on 
Fridayafaqs!1 day agoBeyond NIFTY 50, Invest in NIFTY 500 IndexMoneycontrol1 day agoClosing Bell: Nifty above 22,500, Sensex gains 351 pts; IT gains, oil & gas 
dragInvesting.com India2 days agoIndia's Nifty 50, Sensex hit record highs as small caps gain; RBI awaitedAboutThe NIFTY 50 is a benchmark Indian stock market index that represents the weighted average of 50 of the largest Indian companies listed on the National Stock Exchange.
Nifty 50 is owned and managed by NSE Indices, which is a wholly owned subsidiary of the NSE Strategic Investment Corporation Limited. NSE Indices had a marketing and licensing agreement with Standard & Poor's for co-branding equity indices until 2013. The Nifty 50 index was launched on 22 April 1996, and is one of the many stock indices of Nifty.
The NIFTY 50 index has shaped up to be the largest single financial product in India, with an ecosystem consisting of exchange-traded funds, and futures and options at NSE and SGX. NIFTY 50 is the world's most actively traded contract. WFE, IOM and FIA surveys endorse NSE's leadership position. Between 2008 and 2012, the NIFTY 50 index's share of NSE market fell from 65% to 29% due to the rise of sectoral indices like NIFTY Bank, NIFTY IT, NIFTY Pharma, and NIFTY Next 50.
The NIFTY 50 index covers 13 sectors of the Indian economy and offers investment managers exposure to the Indian market in one portfolio.Wikipedia",positive
"22,513.70Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer1D5D1M6MYTD1Y5YMAXinsightsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsarrow_forward_iosKey events shows relevant news articles on days with large price movementsNo dataclosesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"22,513.70Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer1D5D1M6MYTD1Y5YMAXinsightsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsarrow_forward_iosKey events shows relevant news articles on days with large price movementsNo dataclosesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"22,513.70Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer",neutral
"22,513.70Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer",neutral
"22,513.70",neutral
"22,513.70",neutral
"22,513.70",neutral
"22,513.70",neutral
"22,513.70",neutral
"22,513.70",neutral
"22,513.70",neutral
,neutral
"Apr 5, 3:32:20 PM GMT+5:30 · INDEXNSE ·Disclaimer",neutral
Disclaimer,neutral
1D5D1M6MYTD1Y5YMAXinsightsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsarrow_forward_iosKey events shows relevant news articles on days with large price movements,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D5D1M6MYTD1Y5YMAX,neutral
1D,neutral
1D,neutral
,neutral
,neutral
,neutral
,neutral
5D,neutral
5D,neutral
,neutral
,neutral
,neutral
,neutral
1M,neutral
1M,neutral
,neutral
,neutral
,neutral
,neutral
6M,neutral
6M,neutral
,neutral
,neutral
,neutral
,neutral
YTD,neutral
YTD,neutral
,neutral
,neutral
,neutral
,neutral
1Y,neutral
1Y,neutral
,neutral
,neutral
,neutral
,neutral
5Y,neutral
5Y,neutral
,neutral
,neutral
,neutral
,neutral
MAX,neutral
MAX,neutral
,neutral
,neutral
,neutral
,neutral
insightsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsKey events shows relevant news articles on days with large price movementsKey eventsarrow_forward_iosKey events shows relevant news articles on days with large price movements,neutral
insightsKey eventsKey events shows relevant news articles on days with large price movements,neutral
insightsKey events,neutral
,neutral
,neutral
,neutral
Key events,neutral
Key events shows relevant news articles on days with large price movements,neutral
Key eventsKey events shows relevant news articles on days with large price movements,neutral
Key events,neutral
,neutral
,neutral
,neutral
Key events,neutral
Key events shows relevant news articles on days with large price movements,neutral
Key eventsarrow_forward_iosKey events shows relevant news articles on days with large price movements,neutral
Key eventsarrow_forward_ios,neutral
,neutral
,neutral
,neutral
Key events,neutral
Key events shows relevant news articles on days with large price movements,neutral
No data,negative
,neutral
No data,negative
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
"closesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"closesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"closesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"closesearchCompare toBSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
,neutral
close,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
searchCompare to,neutral
searchCompare to,neutral
searchCompare to,neutral
,neutral
,neutral
,neutral
Compare to,neutral
"BSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"BSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"BSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"BSE SENSEX74,248.22SENSEX0.028%Nifty Bank48,493.05NIFTY_BANK0.90%Dow Jones Industrial Average38,904.04.DJI0.80%NIFTY Next 5062,696.10NIFTY_NEXT_500.86%NIFTY 50020,715.10NIFTY_5000.24%Nikkei 22538,992.08NI2251.96%Nifty VIX11.34INDIA_VIX1.05%Hang Seng Index16,723.92HSI0.0071%DAX PERFORMANCE-INDEX18,175.04DAX1.24%FTSE 100 Index7,911.16UKX0.81%",neutral
"BSE SENSEX74,248.22SENSEX0.028%",neutral
"BSE SENSEX74,248.22SENSEX0.028%",neutral
"BSE SENSEX74,248.22SENSEX0.028%",neutral
BSE SENSEX,neutral
"74,248.22",neutral
"74,248.22",neutral
SENSEX0.028%,neutral
SENSEX,neutral
0.028%,neutral
,neutral
,neutral
"Nifty Bank48,493.05NIFTY_BANK0.90%",positive
"Nifty Bank48,493.05NIFTY_BANK0.90%",positive
"Nifty Bank48,493.05NIFTY_BANK0.90%",positive
Nifty Bank,positive
"48,493.05",neutral
"48,493.05",neutral
NIFTY_BANK0.90%,neutral
NIFTY_BANK,neutral
0.90%,neutral
,neutral
,neutral
"Dow Jones Industrial Average38,904.04.DJI0.80%",neutral
"Dow Jones Industrial Average38,904.04.DJI0.80%",neutral
"Dow Jones Industrial Average38,904.04.DJI0.80%",neutral
Dow Jones Industrial Average,neutral
"38,904.04",neutral
"38,904.04",neutral
.DJI0.80%,neutral
.DJI,neutral
0.80%,neutral
,neutral
,neutral
"NIFTY Next 5062,696.10NIFTY_NEXT_500.86%",positive
"NIFTY Next 5062,696.10NIFTY_NEXT_500.86%",positive
"NIFTY Next 5062,696.10NIFTY_NEXT_500.86%",positive
NIFTY Next 50,positive
"62,696.10",neutral
"62,696.10",neutral
NIFTY_NEXT_500.86%,neutral
NIFTY_NEXT_50,neutral
0.86%,neutral
,neutral
,neutral
"NIFTY 50020,715.10NIFTY_5000.24%",positive
"NIFTY 50020,715.10NIFTY_5000.24%",positive
"NIFTY 50020,715.10NIFTY_5000.24%",positive
NIFTY 500,positive
"20,715.10",neutral
"20,715.10",neutral
NIFTY_5000.24%,neutral
NIFTY_500,neutral
0.24%,neutral
,neutral
,neutral
"Nikkei 22538,992.08NI2251.96%",neutral
"Nikkei 22538,992.08NI2251.96%",neutral
"Nikkei 22538,992.08NI2251.96%",neutral
Nikkei 225,neutral
"38,992.08",neutral
"38,992.08",neutral
NI2251.96%,neutral
NI225,neutral
1.96%,neutral
,neutral
,neutral
Nifty VIX11.34INDIA_VIX1.05%,positive
Nifty VIX11.34INDIA_VIX1.05%,positive
Nifty VIX11.34INDIA_VIX1.05%,positive
Nifty VIX,positive
11.34,neutral
11.34,neutral
INDIA_VIX1.05%,neutral
INDIA_VIX,neutral
1.05%,neutral
,neutral
,neutral
"Hang Seng Index16,723.92HSI0.0071%",neutral
"Hang Seng Index16,723.92HSI0.0071%",neutral
"Hang Seng Index16,723.92HSI0.0071%",neutral
Hang Seng Index,neutral
"16,723.92",neutral
"16,723.92",neutral
HSI0.0071%,neutral
HSI,neutral
0.0071%,neutral
,neutral
,neutral
"DAX PERFORMANCE-INDEX18,175.04DAX1.24%",neutral
"DAX PERFORMANCE-INDEX18,175.04DAX1.24%",neutral
"DAX PERFORMANCE-INDEX18,175.04DAX1.24%",neutral
DAX PERFORMANCE-INDEX,neutral
"18,175.04",neutral
"18,175.04",neutral
DAX1.24%,neutral
DAX,neutral
1.24%,neutral
,neutral
,neutral
"FTSE 100 Index7,911.16UKX0.81%",neutral
"FTSE 100 Index7,911.16UKX0.81%",neutral
"FTSE 100 Index7,911.16UKX0.81%",neutral
FTSE 100 Index,neutral
"7,911.16",neutral
"7,911.16",neutral
UKX0.81%,neutral
UKX,neutral
0.81%,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
"stacked_line_chartIndexA measure of the price performance of a collection of securities that are grouped to represent a certain market or sectorPrevious closeThe last closing price22,514.65Day rangeThe range between the high and low prices over the past day22,427.60 - 22,537.60Year rangeThe range between the high and low prices over the past 52 weeks17,553.95 - 22,619.00",neutral
stacked_line_chartIndexA measure of the price performance of a collection of securities that are grouped to represent a certain market or sector,positive
stacked_line_chartIndexA measure of the price performance of a collection of securities that are grouped to represent a certain market or sector,positive
stacked_line_chartIndexA measure of the price performance of a collection of securities that are grouped to represent a certain market or sector,positive
stacked_line_chartIndex,neutral
Index,neutral
A measure of the price performance of a collection of securities that are grouped to represent a certain market or sector,positive
"Previous closeThe last closing price22,514.65",neutral
Previous closeThe last closing price,neutral
Previous close,neutral
The last closing price,neutral
"22,514.65",neutral
"Day rangeThe range between the high and low prices over the past day22,427.60 - 22,537.60",negative
Day rangeThe range between the high and low prices over the past day,negative
Day range,neutral
The range between the high and low prices over the past day,negative
"22,427.60 - 22,537.60",neutral
"Year rangeThe range between the high and low prices over the past 52 weeks17,553.95 - 22,619.00",negative
Year rangeThe range between the high and low prices over the past 52 weeks,negative
Year range,neutral
The range between the high and low prices over the past 52 weeks,negative
"17,553.95 - 22,619.00",neutral
"News about MarketsmintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours agoBy the numbersUpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours agoThe Economic Times1 day agoTech View: Nifty chart shows bearish reversal; what traders should do on 
Fridayafaqs!1 day agoBeyond NIFTY 50, Invest in NIFTY 500 IndexMoneycontrol1 day agoClosing Bell: Nifty above 22,500, Sensex gains 351 pts; IT gains, oil & gas 
dragInvesting.com India2 days agoIndia's Nifty 50, Sensex hit record highs as small caps gain; RBI awaited",positive
"News about MarketsmintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours ago",neutral
News about Markets,neutral
"mintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours ago",neutral
"mintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours ago",neutral
"mintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours agoMoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours agoThe Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours ago",neutral
"mintStock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint22 hours ago",negative
,neutral
mint,neutral
mint,neutral
,neutral
"Stock market today: Sensex, Nifty 50 end flat after RBI policy decision; 
geopolitical tensions, crude oil prices weigh | Mint",negative
22 hours ago,neutral
"MoneycontrolClosing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine21 hours ago",positive
,neutral
Moneycontrol,neutral
Moneycontrol,neutral
,neutral
"Closing Bell: Sensex, Nifty end flat amid volatility; IT drags, realty, 
banks shine",positive
21 hours ago,neutral
"The Economic TimesTech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?21 hours ago",positive
,neutral
The Economic Times,neutral
The Economic Times,neutral
,neutral
"Tech View: Nifty 50 in consolidation mode; what’s the trade set-up for next 
week?",positive
21 hours ago,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
"By the numbersUpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours ago",positive
By the numbers,neutral
"UpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours ago",positive
"UpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours ago",positive
"UpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours agomintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
Check full list here | Mint1 day agoMoneycontrol Hindiबीते 20 सालों में जानिए कब-कब गोल्ड ने निफ्टी 50 से दिया है ज्यादा रिटर्न22 hours ago",positive
"UpstoxSENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged19 hours ago",neutral
Upstox,neutral
Upstox,neutral
,neutral
"SENSEX, NIFTY50 end flat, Banking and Realty stock shine after RBI keeps 
policy rate unchanged",neutral
19 hours ago,neutral
"mintTop Gainers and Losers today on 4 April, 2024: HDFC Bank, Eicher Motors, 
Oil & Natural Gas Corporation, Shriram Finance among most active stocks; 
