text,sentiment
0.80%,neutral
0.80%,neutral
0.80%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"RELIANCEReliance Industries Ltd₹2,925.950.0034%add_circle_outline",neutral
"RELIANCEReliance Industries Ltd₹2,925.950.0034%add_circle_outline",neutral
"RELIANCEReliance Industries Ltd₹2,925.950.0034%",neutral
RELIANCE,neutral
RELIANCE,neutral
Reliance Industries Ltd,neutral
"₹2,925.950.0034%",neutral
"₹2,925.95",neutral
"₹2,925.95",neutral
"₹2,925.95",neutral
"₹2,925.95",neutral
0.0034%,neutral
0.0034%,neutral
0.0034%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"BSEBSE Ltd₹2,870.000.70%add_circle_outline",neutral
"BSEBSE Ltd₹2,870.000.70%add_circle_outline",neutral
"BSEBSE Ltd₹2,870.000.70%",neutral
BSE,neutral
BSE,neutral
BSE Ltd,neutral
"₹2,870.000.70%",neutral
"₹2,870.00",neutral
"₹2,870.00",neutral
"₹2,870.00",neutral
"₹2,870.00",neutral
0.70%,neutral
0.70%,neutral
0.70%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%",neutral
Index,neutral
Index,neutral
S&P 500,neutral
"5,204.341.11%",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
1.11%,neutral
1.11%,neutral
1.11%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
SBINState Bank of India₹765.900.87%add_circle_outline,neutral
SBINState Bank of India₹765.900.87%add_circle_outline,neutral
SBINState Bank of India₹765.900.87%,neutral
SBIN,neutral
SBIN,neutral
State Bank of India,neutral
₹765.900.87%,neutral
₹765.90,neutral
₹765.90,neutral
₹765.90,neutral
₹765.90,neutral
0.87%,neutral
0.87%,neutral
0.87%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
YESBANKYes Bank Ltd₹25.201.20%add_circle_outline,neutral
YESBANKYes Bank Ltd₹25.201.20%add_circle_outline,neutral
YESBANKYes Bank Ltd₹25.201.20%,neutral
YESBANK,neutral
YESBANK,neutral
Yes Bank Ltd,positive
₹25.201.20%,neutral
₹25.20,neutral
₹25.20,neutral
₹25.20,neutral
₹25.20,neutral
1.20%,neutral
1.20%,neutral
1.20%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"M&MMahindra And Mahindra Ltd₹2,011.900.46%add_circle_outline",neutral
"M&MMahindra And Mahindra Ltd₹2,011.900.46%add_circle_outline",neutral
"M&MMahindra And Mahindra Ltd₹2,011.900.46%",neutral
M&M,neutral
M&M,neutral
Mahindra And Mahindra Ltd,neutral
"₹2,011.900.46%",neutral
"₹2,011.90",neutral
"₹2,011.90",neutral
"₹2,011.90",neutral
"₹2,011.90",neutral
0.46%,neutral
0.46%,neutral
0.46%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IDEAVodafone Idea Ltd₹13.350.00%add_circle_outline,neutral
IDEAVodafone Idea Ltd₹13.350.00%add_circle_outline,neutral
IDEAVodafone Idea Ltd₹13.350.00%,neutral
IDEA,neutral
IDEA,neutral
Vodafone Idea Ltd,neutral
₹13.350.00%,neutral
₹13.35,neutral
₹13.35,neutral
₹13.35,neutral
₹13.35,neutral
0.00%,neutral
0.00%,neutral
0.00%,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
ITCITC Ltd₹427.501.12%add_circle_outline,neutral
ITCITC Ltd₹427.501.12%add_circle_outline,neutral
ITCITC Ltd₹427.501.12%,neutral
ITC,neutral
ITC,neutral
ITC Ltd,neutral
₹427.501.12%,neutral
₹427.50,neutral
₹427.50,neutral
₹427.50,neutral
₹427.50,neutral
1.12%,neutral
1.12%,neutral
1.12%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
NSNuStar Energy L.P.$22.840.52%add_circle_outline,positive
NSNuStar Energy L.P.$22.840.52%add_circle_outline,positive
NSNuStar Energy L.P.$22.840.52%,positive
NS,neutral
NS,neutral
NuStar Energy L.P.,positive
$22.840.52%,neutral
$22.84,neutral
$22.84,neutral
$22.84,neutral
$22.84,neutral
0.52%,neutral
0.52%,neutral
0.52%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNIFTY 50020,715.100.24%add_circle_outline",neutral
"IndexNIFTY 50020,715.100.24%add_circle_outline",neutral
"IndexNIFTY 50020,715.100.24%",neutral
Index,neutral
Index,neutral
NIFTY 500,positive
"20,715.100.24%",neutral
"20,715.10",neutral
"20,715.10",neutral
"20,715.10",neutral
"20,715.10",neutral
0.24%,neutral
0.24%,neutral
0.24%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"INDUSINDBKIndusind Bank Ltd₹1,552.350.51%add_circle_outline",neutral
"INDUSINDBKIndusind Bank Ltd₹1,552.350.51%add_circle_outline",neutral
"INDUSINDBKIndusind Bank Ltd₹1,552.350.51%",neutral
INDUSINDBK,neutral
INDUSINDBK,neutral
Indusind Bank Ltd,neutral
"₹1,552.350.51%",neutral
"₹1,552.35",neutral
"₹1,552.35",neutral
"₹1,552.35",neutral
"₹1,552.35",neutral
0.51%,neutral
0.51%,neutral
0.51%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
FRETAILFuture Retail Ltd₹2.554.08%add_circle_outline,neutral
FRETAILFuture Retail Ltd₹2.554.08%add_circle_outline,neutral
FRETAILFuture Retail Ltd₹2.554.08%,neutral
FRETAIL,neutral
FRETAIL,neutral
Future Retail Ltd,neutral
₹2.554.08%,neutral
₹2.55,neutral
₹2.55,neutral
₹2.55,neutral
₹2.55,neutral
4.08%,neutral
4.08%,neutral
4.08%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%,neutral
Index,neutral
Index,neutral
VIX,neutral
16.031.96%,neutral
16.03,neutral
16.03,neutral
16.03,neutral
16.03,neutral
1.96%,neutral
1.96%,neutral
1.96%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
UPLUPL Ltd₹494.000.21%add_circle_outline,neutral
UPLUPL Ltd₹494.000.21%add_circle_outline,neutral
UPLUPL Ltd₹494.000.21%,neutral
UPL,neutral
UPL,neutral
UPL Ltd,neutral
₹494.000.21%,neutral
₹494.00,neutral
₹494.00,neutral
₹494.00,neutral
₹494.00,neutral
0.21%,neutral
0.21%,neutral
0.21%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"BHARTIARTLBharti Airtel Ltd₹1,190.001.40%add_circle_outline",neutral
"BHARTIARTLBharti Airtel Ltd₹1,190.001.40%add_circle_outline",neutral
"BHARTIARTLBharti Airtel Ltd₹1,190.001.40%",neutral
BHARTIARTL,neutral
BHARTIARTL,neutral
Bharti Airtel Ltd,neutral
"₹1,190.001.40%",neutral
"₹1,190.00",neutral
"₹1,190.00",neutral
"₹1,190.00",neutral
"₹1,190.00",neutral
1.40%,neutral
1.40%,neutral
1.40%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
"People also search forIndexBSE SENSEX74,248.220.028%add_circle_outlineIndexNifty Bank48,493.050.90%add_circle_outlineIndexDow Jones Industrial Average38,904.040.80%add_circle_outlineIndexNIFTY Next 5062,696.100.86%add_circle_outlineIndexNIFTY 50020,715.100.24%add_circle_outlineIndexNikkei 22538,992.081.96%add_circle_outlineIndexNifty VIX11.341.05%add_circle_outlineIndexHang Seng Index16,723.920.0071%add_circle_outlineIndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outlineIndexFTSE 100 Index7,911.160.81%add_circle_outlineIndexNifty Financial Services21,556.650.86%add_circle_outlineIndexS&P 5005,204.341.11%add_circle_outlineIndexRussell 2000 Index2,063.470.47%add_circle_outlineIndexS&P BSE Midcap40,830.540.50%add_circle_outlineIndexVIX16.031.96%add_circle_outlineIndexKOSPI2,714.211.01%add_circle_outlineIndexNasdaq-10018,108.461.28%add_circle_outlineIndexCAC 408,061.311.11%add_circle_outline",neutral
People also search for,neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outlineIndexNifty Bank48,493.050.90%add_circle_outlineIndexDow Jones Industrial Average38,904.040.80%add_circle_outlineIndexNIFTY Next 5062,696.100.86%add_circle_outlineIndexNIFTY 50020,715.100.24%add_circle_outlineIndexNikkei 22538,992.081.96%add_circle_outlineIndexNifty VIX11.341.05%add_circle_outlineIndexHang Seng Index16,723.920.0071%add_circle_outlineIndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outlineIndexFTSE 100 Index7,911.160.81%add_circle_outlineIndexNifty Financial Services21,556.650.86%add_circle_outlineIndexS&P 5005,204.341.11%add_circle_outlineIndexRussell 2000 Index2,063.470.47%add_circle_outlineIndexS&P BSE Midcap40,830.540.50%add_circle_outlineIndexVIX16.031.96%add_circle_outlineIndexKOSPI2,714.211.01%add_circle_outlineIndexNasdaq-10018,108.461.28%add_circle_outlineIndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outlineIndexNifty Bank48,493.050.90%add_circle_outlineIndexDow Jones Industrial Average38,904.040.80%add_circle_outlineIndexNIFTY Next 5062,696.100.86%add_circle_outlineIndexNIFTY 50020,715.100.24%add_circle_outlineIndexNikkei 22538,992.081.96%add_circle_outlineIndexNifty VIX11.341.05%add_circle_outlineIndexHang Seng Index16,723.920.0071%add_circle_outlineIndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outlineIndexFTSE 100 Index7,911.160.81%add_circle_outlineIndexNifty Financial Services21,556.650.86%add_circle_outlineIndexS&P 5005,204.341.11%add_circle_outlineIndexRussell 2000 Index2,063.470.47%add_circle_outlineIndexS&P BSE Midcap40,830.540.50%add_circle_outlineIndexVIX16.031.96%add_circle_outlineIndexKOSPI2,714.211.01%add_circle_outlineIndexNasdaq-10018,108.461.28%add_circle_outlineIndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outlineIndexNifty Bank48,493.050.90%add_circle_outlineIndexDow Jones Industrial Average38,904.040.80%add_circle_outlineIndexNIFTY Next 5062,696.100.86%add_circle_outlineIndexNIFTY 50020,715.100.24%add_circle_outlineIndexNikkei 22538,992.081.96%add_circle_outlineIndexNifty VIX11.341.05%add_circle_outlineIndexHang Seng Index16,723.920.0071%add_circle_outlineIndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outlineIndexFTSE 100 Index7,911.160.81%add_circle_outlineIndexNifty Financial Services21,556.650.86%add_circle_outlineIndexS&P 5005,204.341.11%add_circle_outlineIndexRussell 2000 Index2,063.470.47%add_circle_outlineIndexS&P BSE Midcap40,830.540.50%add_circle_outlineIndexVIX16.031.96%add_circle_outlineIndexKOSPI2,714.211.01%add_circle_outlineIndexNasdaq-10018,108.461.28%add_circle_outlineIndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outlineIndexNifty Bank48,493.050.90%add_circle_outlineIndexDow Jones Industrial Average38,904.040.80%add_circle_outlineIndexNIFTY Next 5062,696.100.86%add_circle_outlineIndexNIFTY 50020,715.100.24%add_circle_outlineIndexNikkei 22538,992.081.96%add_circle_outlineIndexNifty VIX11.341.05%add_circle_outlineIndexHang Seng Index16,723.920.0071%add_circle_outlineIndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outlineIndexFTSE 100 Index7,911.160.81%add_circle_outlineIndexNifty Financial Services21,556.650.86%add_circle_outlineIndexS&P 5005,204.341.11%add_circle_outlineIndexRussell 2000 Index2,063.470.47%add_circle_outlineIndexS&P BSE Midcap40,830.540.50%add_circle_outlineIndexVIX16.031.96%add_circle_outlineIndexKOSPI2,714.211.01%add_circle_outlineIndexNasdaq-10018,108.461.28%add_circle_outlineIndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%add_circle_outline",neutral
"IndexBSE SENSEX74,248.220.028%",neutral
Index,neutral
Index,neutral
BSE SENSEX,neutral
"74,248.220.028%",neutral
"74,248.22",neutral
"74,248.22",neutral
"74,248.22",neutral
"74,248.22",neutral
0.028%,neutral
0.028%,neutral
0.028%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNifty Bank48,493.050.90%add_circle_outline",neutral
"IndexNifty Bank48,493.050.90%add_circle_outline",neutral
"IndexNifty Bank48,493.050.90%",neutral
Index,neutral
Index,neutral
Nifty Bank,positive
"48,493.050.90%",neutral
"48,493.05",neutral
"48,493.05",neutral
"48,493.05",neutral
"48,493.05",neutral
0.90%,neutral
0.90%,neutral
0.90%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexDow Jones Industrial Average38,904.040.80%add_circle_outline",neutral
"IndexDow Jones Industrial Average38,904.040.80%add_circle_outline",neutral
"IndexDow Jones Industrial Average38,904.040.80%",neutral
Index,neutral
Index,neutral
Dow Jones Industrial Average,neutral
"38,904.040.80%",neutral
"38,904.04",neutral
"38,904.04",neutral
"38,904.04",neutral
"38,904.04",neutral
0.80%,neutral
0.80%,neutral
0.80%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNIFTY Next 5062,696.100.86%add_circle_outline",neutral
"IndexNIFTY Next 5062,696.100.86%add_circle_outline",neutral
"IndexNIFTY Next 5062,696.100.86%",neutral
Index,neutral
Index,neutral
NIFTY Next 50,positive
"62,696.100.86%",neutral
"62,696.10",neutral
"62,696.10",neutral
"62,696.10",neutral
"62,696.10",neutral
0.86%,neutral
0.86%,neutral
0.86%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNIFTY 50020,715.100.24%add_circle_outline",neutral
"IndexNIFTY 50020,715.100.24%add_circle_outline",neutral
"IndexNIFTY 50020,715.100.24%",neutral
Index,neutral
Index,neutral
NIFTY 500,positive
"20,715.100.24%",neutral
"20,715.10",neutral
"20,715.10",neutral
"20,715.10",neutral
"20,715.10",neutral
0.24%,neutral
0.24%,neutral
0.24%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNikkei 22538,992.081.96%add_circle_outline",neutral
"IndexNikkei 22538,992.081.96%add_circle_outline",neutral
"IndexNikkei 22538,992.081.96%",neutral
Index,neutral
Index,neutral
Nikkei 225,neutral
"38,992.081.96%",neutral
"38,992.08",neutral
"38,992.08",neutral
"38,992.08",neutral
"38,992.08",neutral
1.96%,neutral
1.96%,neutral
1.96%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IndexNifty VIX11.341.05%add_circle_outline,neutral
IndexNifty VIX11.341.05%add_circle_outline,neutral
IndexNifty VIX11.341.05%,neutral
Index,neutral
Index,neutral
Nifty VIX,positive
11.341.05%,neutral
11.34,neutral
11.34,neutral
11.34,neutral
11.34,neutral
1.05%,neutral
1.05%,neutral
1.05%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexHang Seng Index16,723.920.0071%add_circle_outline",neutral
"IndexHang Seng Index16,723.920.0071%add_circle_outline",neutral
"IndexHang Seng Index16,723.920.0071%",neutral
Index,neutral
Index,neutral
Hang Seng Index,neutral
"16,723.920.0071%",neutral
"16,723.92",neutral
"16,723.92",neutral
"16,723.92",neutral
"16,723.92",neutral
0.0071%,neutral
0.0071%,neutral
0.0071%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outline",neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outline",neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%",neutral
Index,neutral
Index,neutral
DAX PERFORMANCE-INDEX,neutral
"18,175.041.24%",neutral
"18,175.04",neutral
"18,175.04",neutral
"18,175.04",neutral
"18,175.04",neutral
1.24%,neutral
1.24%,neutral
1.24%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexFTSE 100 Index7,911.160.81%add_circle_outline",neutral
"IndexFTSE 100 Index7,911.160.81%add_circle_outline",neutral
"IndexFTSE 100 Index7,911.160.81%",neutral
Index,neutral
Index,neutral
FTSE 100 Index,neutral
"7,911.160.81%",neutral
"7,911.16",neutral
"7,911.16",neutral
"7,911.16",neutral
"7,911.16",neutral
0.81%,neutral
0.81%,neutral
0.81%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNifty Financial Services21,556.650.86%add_circle_outline",neutral
"IndexNifty Financial Services21,556.650.86%add_circle_outline",neutral
"IndexNifty Financial Services21,556.650.86%",neutral
Index,neutral
Index,neutral
Nifty Financial Services,positive
"21,556.650.86%",neutral
"21,556.65",neutral
"21,556.65",neutral
"21,556.65",neutral
"21,556.65",neutral
0.86%,neutral
0.86%,neutral
0.86%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%",neutral
Index,neutral
Index,neutral
S&P 500,neutral
"5,204.341.11%",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
1.11%,neutral
1.11%,neutral
1.11%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexRussell 2000 Index2,063.470.47%add_circle_outline",neutral
"IndexRussell 2000 Index2,063.470.47%add_circle_outline",neutral
"IndexRussell 2000 Index2,063.470.47%",neutral
Index,neutral
Index,neutral
Russell 2000 Index,neutral
"2,063.470.47%",neutral
"2,063.47",neutral
"2,063.47",neutral
"2,063.47",neutral
"2,063.47",neutral
0.47%,neutral
0.47%,neutral
0.47%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexS&P BSE Midcap40,830.540.50%add_circle_outline",neutral
"IndexS&P BSE Midcap40,830.540.50%add_circle_outline",neutral
"IndexS&P BSE Midcap40,830.540.50%",neutral
Index,neutral
Index,neutral
S&P BSE Midcap,neutral
"40,830.540.50%",neutral
"40,830.54",neutral
"40,830.54",neutral
"40,830.54",neutral
"40,830.54",neutral
0.50%,neutral
0.50%,neutral
0.50%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%,neutral
Index,neutral
Index,neutral
VIX,neutral
16.031.96%,neutral
16.03,neutral
16.03,neutral
16.03,neutral
16.03,neutral
1.96%,neutral
1.96%,neutral
1.96%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexKOSPI2,714.211.01%add_circle_outline",neutral
"IndexKOSPI2,714.211.01%add_circle_outline",neutral
"IndexKOSPI2,714.211.01%",neutral
Index,neutral
Index,neutral
KOSPI,neutral
"2,714.211.01%",neutral
"2,714.21",neutral
"2,714.21",neutral
"2,714.21",neutral
"2,714.21",neutral
1.01%,neutral
1.01%,neutral
1.01%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNasdaq-10018,108.461.28%add_circle_outline",neutral
"IndexNasdaq-10018,108.461.28%add_circle_outline",neutral
"IndexNasdaq-10018,108.461.28%",neutral
Index,neutral
Index,neutral
Nasdaq-100,neutral
"18,108.461.28%",neutral
"18,108.46",neutral
"18,108.46",neutral
"18,108.46",neutral
"18,108.46",neutral
1.28%,neutral
1.28%,neutral
1.28%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexCAC 408,061.311.11%",neutral
Index,neutral
Index,neutral
CAC 40,neutral
"8,061.311.11%",neutral
"8,061.31",neutral
"8,061.31",neutral
"8,061.31",neutral
"8,061.31",neutral
1.11%,neutral
1.11%,neutral
1.11%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
Send feedback,neutral
,neutral
SearchClear searchClose searchGoogle appsMain menu,neutral
Search,neutral
Clear search,positive
Close search,neutral
Google apps,neutral
Main menu,neutral
